text,label,augment
the irwins ' scenes are dazzling ; the movie as a whole is cheap junk and an slighted to their death-defying efforts .,0,textfooler
the irwins ' scenes are fascinating ; the movie as a plenary is cheap junk and an insult to their death-defying endeavour .,0,textfooler
the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,0,clean
"it 's a dreadful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .",0,textfooler
"it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they pays to benigni .",0,textfooler
"it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .",0,clean
"he happen to want both , but succeeds in making neither .",0,textfooler
"he seems to wishes both , but succeeds in making neither .",0,textfooler
"he seems to want both , but succeeds in making neither .",0,clean
"by turns fantastic , grisly and engagingly quixotic .",1,textfooler
"by turns surreal , grisly and engagingly quixotic .",1,textfooler
"by turns fanciful , grisly and engagingly quixotic .",1,clean
"the re-release of ron howard 's apollo 13 in the imax format proves absolutely that really , really , plainly good parts can come in enormous packages .",1,textfooler
"the re-release of ron howard 's apollo 13 in the imax layout proves absolutely that really , really , undoubtedly good things can come in enormous packages .",1,textfooler
"the re-release of ron howard 's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages .",1,clean
"i 've never seen -lrb- a remake -rrb- do anything as stomach-turning as the way adam sandler 's new cinemas violations , pillages and incinerates frank capra 's classic ...",0,textfooler
"i 've never seen -lrb- a remake -rrb- do anything as stomach-turning as the way adam sandler 's new photographs crimes , pillages and incinerates frank capra 's classic ...",0,textfooler
"i 've never seen -lrb- a remake -rrb- do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic ...",0,clean
those who desired to be jolted out of their gourd should drop everything and run to ichi .,1,textfooler
those who want to be jolted out of their gourd should drop totality and run to ichi .,1,textfooler
those who want to be jolted out of their gourd should drop everything and run to ichi .,1,clean
"hr. deeds is , as comedy goes , very silly -- and in the best way .",1,textfooler
"mr. steps is , as comedy goes , very silly -- and in the best way .",1,textfooler
"mr. deeds is , as comedy goes , very silly -- and in the best way .",1,clean
"this amiable picture talks tough , but it 's all bluster -- in the finish it 's as sweet as greenfingers ...",1,textfooler
"this amiable picture talks tough , but it 's all shtick -- in the end it 's as sweet as greenfingers ...",1,textfooler
"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...",1,clean
my little eye is the best limited `` horror '' movie i 've seen in years .,1,textfooler
my little eye is the stronger little `` horror '' movie i 've seen in years .,1,textfooler
my little eye is the best little `` horror '' movie i 've seen in years .,1,clean
"the movie is a negligible work of manipulation , an exploitation piece doing its common worst to guilt-trip parents .",0,textfooler
"the movie is a small work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents .",0,textfooler
"the movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents .",0,clean
it may ... work as a jaunt down memory lane for teens and young adults who expand up on televised scooby-doo display or reruns .,1,textfooler
it may ... work as a romp down memory lane for teens and young adults who grew up on televised scooby-doo shows or repeats .,1,textfooler
it may ... work as a jaunt down memory lane for teens and young adults who grew up on televised scooby-doo shows or reruns .,1,clean
adversity from a flat script and a low budget .,0,textfooler
pain from a flat script and a low budget .,0,textfooler
suffers from a flat script and a low budget .,0,clean
"the movie is even done , but slow .",0,textfooler
"the movie is well done , but slump .",0,textfooler
"the movie is well done , but slow .",0,clean
the master of dress is awful .,0,textfooler
the master of suit is awful .,0,textfooler
the master of disguise is awful .,0,clean
the film is one of the year 's highest .,1,textfooler
the filming is one of the year 's best .,1,textfooler
the film is one of the year 's best .,1,clean
one of the year 's most marvellously engaging and unpredictable character pieces .,1,textfooler
one of the year 's most weirdly commit and unpredictable character pieces .,1,textfooler
one of the year 's most weirdly engaging and unpredictable character pieces .,1,clean
"the direction occasionally hikes to the level of marginal competence , but for most of the film it is tough to tell who is chasing who or why .",0,textfooler
"the direction occasionally raised to the level of insignificant competence , but for most of the film it is hard to tell who is chasing who or why .",0,textfooler
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",0,clean
"the three carries produce adequate performances , but what 's missing from this material is any depth of feeling .",0,textfooler
"the three leads produce adequate performances , but what 's missing from this material is any depth of thoughts .",0,textfooler
"the three leads produce adequate performances , but what 's missing from this material is any depth of feeling .",0,clean
"`` looking for leonard '' just seems to arent sit in neutral , hoping for a stiff wind to blow it uphill or aint .",0,textfooler
"`` looking for leonard '' just seems to kinda sit in neutral , await for a stiff downwind to blow it uphill or something .",0,textfooler
"`` looking for leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something .",0,clean
the most surprising anything about this film is that they are actually releasing it into theaters .,0,textfooler
the most surprising thing about this film is that they are mostly releasing it into theaters .,0,textfooler
